AREA,VEH_POWER,VEH_AGE,DRIV_AGE,BONUS_MALUS,VEH_BRAND,VEH_GAS,DENSITY,REGION,CLAIM_NB,CLAIM_MEAN_AMOUNT_CAPPED
A,7.0,12,29.0,85,B2,Regular,44,R24,1.0,327.79
D,5.0,3,29.0,55,B3,Diesel,1054,R24,1.0,255.43
B,7.0,1,67.0,50,B5,Diesel,72,R24,2.0,1071.555
A,7.0,2,53.0,50,B11,Regular,44,R24,1.0,915.82
D,6.0,11,47.0,76,B2,Diesel,1408,R52,1.0,1128.0
E,7.0,11,50.0,100,B1,Regular,3374,R42,1.0,1128.12
D,8.0,15,42.0,50,B13,Regular,1408,R52,1.0,102.72
D,7.0,14,39.0,112,B1,Regular,713,R52,1.0,1128.12
C,5.0,6,41.0,50,B3,Diesel,444,R53,1.0,21.15
,12.0,0,49.0,50,B12,Diesel,490,R52,1.0,1128.12
C,6.0,16,59.0,72,B2,Regular,167,R52,1.0,1128.12
D,4.0,16,50.0,50,B4,Regular,1408,R52,1.0,1128.12
C,5.0,3,30.0,68,B2,Diesel,167,R52,1.0,1023.89
D,10.0,12,47.0,78,B12,Regular,1199,R52,1.0,4343.73
D,4.0,11,59.0,50,B3,Diesel,1408,R52,1.0,92.77
D,13.0,14,33.0,51,B10,Regular,713,R52,2.0,1128.12
D,8.0,16,59.0,62,B13,Diesel,575,R53,1.0,1128.12
A,8.0,8,26.0,76,B12,Regular,38,R24,1.0,1208.7
A,7.0,9,36.0,63,B1,Diesel,23,R54,1.0,187.89
C,6.0,1,48.0,51,B1,Regular,287,R53,2.0,614.7850000000001
C,6.0,14,41.0,61,B1,Regular,287,R53,1.0,424.26
C,6.0,11,33.0,85,B1,Diesel,136,R53,1.0,1128.12
D,6.0,13,41.0,50,B1,Regular,575,R53,1.0,1987.24
D,5.0,20,46.0,50,B5,Regular,541,R53,1.0,1128.12
B,7.0,5,,58,B1,Diesel,65,R53,1.0,1128.12
B,5.0,10,39.0,50,B2,Diesel,98,R53,1.0,1392.37
D,8.0,4,56.0,50,B10,Diesel,747,R53,1.0,229.69
C,4.0,5,33.0,61,B11,Diesel,247,R53,1.0,1106.4
C,5.0,18,40.0,50,B3,Regular,359,R53,1.0,1128.12
C,10.0,2,39.0,50,B12,Diesel,247,R53,1.0,1128.12
D,7.0,2,28.0,50,B6,Regular,747,R53,1.0,890.29
D,5.0,4,65.0,50,B2,Regular,747,R53,1.0,1128.12
C,7.0,3,35.0,70,B1,Regular,165,R53,1.0,1128.12
C,7.0,12,32.0,112,B5,Diesel,165,R53,1.0,1580.23
D,7.0,10,38.0,76,B10,Diesel,747,R53,1.0,1128.12
C,5.0,12,28.0,88,B2,Diesel,165,R53,1.0,626.7
B,5.0,4,46.0,50,B5,Diesel,98,R53,1.0,1128.12
C,7.0,3,39.0,50,B5,Regular,431,R53,1.0,921.31
E,4.0,13,49.0,90,B1,Regular,3021,R53,1.0,1128.12
C,6.0,10,38.0,76,B1,Diesel,277,R72,1.0,1190.15
C,6.0,14,38.0,81,B1,Diesel,277,R72,1.0,564.0
C,4.0,2,47.0,55,B6,Regular,359,R53,1.0,1128.12
F,4.0,7,27.0,54,B2,Regular,27000,R11,1.0,1472.37
C,7.0,8,26.0,95,B3,Regular,165,R53,1.0,3195.03
C,5.0,8,55.0,50,B13,Diesel,287,R53,1.0,1128.12
D,7.0,3,39.0,50,B2,Diesel,747,R53,1.0,1825.08
D,8.0,1,48.0,50,B4,Diesel,747,R53,1.0,1936.46
C,11.0,11,37.0,50,B13,Regular,431,R53,1.0,50000.0
C,4.0,11,21.0,100,B1,Regular,165,R53,1.0,986.46
D,7.0,5,36.0,63,B6,Regular,1313,R24,1.0,1128.12
B,7.0,15,37.0,50,B1,Regular,57,R24,1.0,1128.12
B,7.0,9,32.0,50,B2,Regular,86,R23,1.0,1433.02
D,7.0,5,45.0,50,B2,Regular,1974,R54,1.0,1374.08
A,6.0,5,45.0,106,B3,Diesel,21,R54,1.0,4272.37
C,6.0,12,23.0,80,B6,Regular,435,R54,1.0,1128.12
D,12.0,7,33.0,60,B5,Regular,1974,R54,1.0,15316.87
C,6.0,5,37.0,50,B6,Diesel,435,R54,1.0,243.52
D,7.0,7,37.0,50,B10,Diesel,1974,R54,1.0,2814.71
D,5.0,11,42.0,62,B2,Diesel,798,R54,1.0,1128.12
D,5.0,3,24.0,64,B3,Diesel,1974,R54,1.0,2589.5
F,4.0,6,54.0,50,B6,Regular,27000,R11,1.0,474.22
A,7.0,15,35.0,95,B2,Diesel,18,R24,1.0,1128.12
A,4.0,12,40.0,50,B6,Regular,20,R24,1.0,1128.12
C,11.0,3,48.0,50,B12,Diesel,214,R26,1.0,1128.12
C,5.0,10,35.0,95,B2,Diesel,220,R24,1.0,1128.13
E,5.0,6,53.0,67,B5,Diesel,2362,R26,1.0,1128.12
E,5.0,3,30.0,57,B3,Diesel,4128,R52,1.0,1128.12
C,7.0,11,28.0,76,B2,Diesel,220,R24,1.0,533.57
B,6.0,4,61.0,50,B2,Diesel,81,R24,1.0,1128.12
A,10.0,3,36.0,53,B1,Diesel,8,R74,1.0,3687.53
A,6.0,3,42.0,82,B2,Diesel,35,R24,1.0,1128.12
A,6.0,4,33.0,54,B2,Regular,10,R24,1.0,2075.68
,5.0,5,51.0,50,B1,Regular,214,R26,1.0,1128.12
C,5.0,6,21.0,106,B1,Regular,214,R26,1.0,1128.12
A,5.0,8,24.0,95,B1,Regular,43,R24,1.0,1128.12
C,6.0,9,33.0,54,B1,Diesel,214,R26,1.0,623.56
C,5.0,24,20.0,106,B1,Regular,214,R26,1.0,1128.12
A,7.0,14,37.0,56,B1,Regular,30,R74,1.0,1199.39
A,9.0,11,37.0,87,B2,Regular,30,R74,1.0,1128.12
C,7.0,13,24.0,76,B1,Regular,214,R26,1.0,531.32
A,4.0,4,56.0,50,B2,Regular,16,R26,1.0,564.06
B,5.0,6,29.0,80,B2,Diesel,86,R91,1.0,1128.12
C,5.0,9,50.0,54,B2,Diesel,346,R26,1.0,1128.12
C,7.0,3,50.0,74,B2,Diesel,346,R26,1.0,1128.12
C,8.0,9,21.0,148,B4,Regular,214,R26,1.0,1128.12
A,4.0,1,63.0,50,B2,Regular,25,R26,1.0,39.0
A,6.0,5,27.0,71,B1,Diesel,6,R24,1.0,1087.56
A,5.0,7,27.0,72,B5,Diesel,11,R24,1.0,1077.15
A,6.0,3,30.0,68,B1,Diesel,48,R24,1.0,153.83
D,7.0,14,45.0,77,B2,Regular,741,R24,1.0,3230.1
D,7.0,2,35.0,54,B2,Regular,1600,R24,1.0,1128.12
E,6.0,1,24.0,95,B2,Regular,6689,R11,1.0,1128.12
C,6.0,9,37.0,50,B5,Regular,126,R24,1.0,373.36
A,5.0,1,23.0,80,B1,Diesel,24,R24,1.0,1280.57
C,6.0,7,34.0,81,B2,Diesel,153,R54,1.0,90.27
C,8.0,12,44.0,50,B1,Diesel,153,R54,1.0,1128.12
B,6.0,10,31.0,50,B6,Regular,93,R54,1.0,1128.12
C,7.0,7,41.0,114,B2,Regular,153,R54,1.0,2037.72
C,7.0,2,81.0,58,B1,Regular,104,R54,1.0,630.46
B,10.0,5,44.0,53,B5,Diesel,94,R54,1.0,91.71
C,5.0,14,45.0,50,B3,Regular,105,R24,1.0,2715.79
A,6.0,9,35.0,50,B1,Diesel,27,R24,1.0,1128.12
C,7.0,10,37.0,50,B2,Regular,105,R24,1.0,309.29
,5.0,11,19.0,125,B2,Regular,203,R24,1.0,8363.96
D,9.0,13,31.0,68,B2,Regular,1313,R24,1.0,4602.32
C,4.0,8,36.0,50,B5,Regular,282,R24,1.0,25.66
F,6.0,2,29.0,95,B2,Diesel,15703,R11,1.0,1163.61
D,9.0,9,40.0,68,B1,Regular,1064,R24,1.0,1128.12
C,7.0,7,59.0,76,B1,Regular,373,R31,1.0,319.21
C,5.0,4,62.0,69,B6,Diesel,105,R24,1.0,1128.12
C,5.0,9,35.0,64,B5,Diesel,105,R24,1.0,1128.12
A,7.0,4,41.0,50,B1,Diesel,27,R24,1.0,586.08
D,6.0,6,37.0,62,B6,Diesel,1313,R24,1.0,1128.12
C,4.0,0,20.0,95,B4,Diesel,105,R24,1.0,335.33
C,6.0,14,46.0,50,B3,Regular,435,R54,1.0,1128.12
A,6.0,8,47.0,50,B1,Diesel,25,R54,1.0,1128.12
C,6.0,1,54.0,50,B2,Diesel,128,R54,1.0,3921.7
,5.0,4,32.0,69,B2,Diesel,362,R54,1.0,1303.48
D,4.0,10,,50,B1,Regular,1974,R54,1.0,1128.12
C,9.0,15,54.0,50,B1,Regular,128,R54,1.0,1827.99
D,10.0,8,26.0,90,B2,Diesel,826,R54,1.0,1128.12
B,5.0,6,23.0,85,B1,Regular,64,R72,1.0,92.91
D,4.0,6,47.0,90,B6,Regular,1974,R54,1.0,256.67
B,6.0,8,,95,B6,Diesel,81,R54,1.0,1128.12
,5.0,20,51.0,95,B5,Regular,230,R54,1.0,1128.12
D,5.0,7,52.0,57,B2,Diesel,1974,R54,1.0,1643.48
D,6.0,12,51.0,100,B6,Regular,1974,R54,1.0,868.93
D,10.0,9,27.0,68,B10,Diesel,1974,R54,1.0,1128.12
A,7.0,6,34.0,57,B4,Regular,29,R54,1.0,399.66
B,6.0,8,22.0,106,B2,Diesel,88,R54,1.0,1128.12
B,7.0,7,75.0,88,B2,Regular,80,R54,1.0,1128.12
C,5.0,2,27.0,85,B3,Regular,298,R54,1.0,286.51
D,4.0,12,40.0,68,B2,Regular,1974,R54,1.0,2237.49
,6.0,7,58.0,50,B13,Diesel,85,R52,1.0,913.52
E,4.0,4,31.0,68,B13,Regular,3541,R52,1.0,1120.12
,5.0,13,22.0,112,B2,Regular,213,R54,1.0,84.56
D,5.0,1,58.0,50,B1,Diesel,657,R54,1.0,641.72
D,5.0,8,49.0,50,B2,Diesel,657,R54,1.0,1128.12
D,6.0,6,51.0,50,B14,Regular,657,R54,1.0,1206.53
A,5.0,8,,50,B2,Diesel,20,R54,1.0,1128.12
D,13.0,2,49.0,55,B5,Regular,657,R54,1.0,1128.12
D,9.0,14,43.0,100,B1,Regular,657,R54,1.0,1128.12
D,4.0,1,27.0,85,B3,Diesel,965,R54,1.0,59.61
A,10.0,13,27.0,80,B5,Regular,12,R54,1.0,956.6
D,9.0,14,34.0,85,B12,Regular,657,R54,1.0,1128.12
B,7.0,12,52.0,90,B1,Regular,57,R54,1.0,1128.12
E,7.0,3,45.0,50,B1,Regular,2694,R54,1.0,77.12
C,4.0,6,29.0,95,B2,Diesel,393,R24,1.0,2132.54
E,6.0,5,,50,B3,Diesel,4116,R24,1.0,787.17
D,6.0,16,46.0,85,B2,Diesel,1313,R24,1.0,2280.57
A,6.0,5,23.0,85,B2,Diesel,15,R24,1.0,4644.02
B,11.0,4,37.0,62,B1,Diesel,72,R93,1.0,1128.12
B,5.0,9,54.0,50,B3,Diesel,84,R24,1.0,75.32
F,6.0,2,35.0,67,B2,Regular,27000,R11,1.0,1128.12
D,7.0,4,60.0,50,B5,Diesel,1341,R21,1.0,459.14
,6.0,11,47.0,50,B1,Diesel,1313,R24,1.0,364.81
B,7.0,1,46.0,53,B1,Diesel,84,R24,1.0,1128.12
A,7.0,7,65.0,50,B12,Regular,30,R24,1.0,1745.23
C,7.0,4,54.0,50,B11,Regular,214,R24,1.0,1733.76
C,6.0,4,53.0,50,B2,Diesel,105,R24,1.0,324.04
A,5.0,10,24.0,72,B5,Diesel,19,R24,1.0,156.68
C,6.0,4,41.0,50,B12,Regular,214,R24,1.0,1128.12
C,6.0,7,41.0,72,B6,Diesel,208,R82,1.0,1430.17
D,6.0,3,29.0,57,B4,Regular,1693,R82,1.0,65.64
,10.0,10,,64,B1,Regular,5449,R82,1.0,1863.17
D,7.0,13,42.0,91,B1,Regular,1695,R82,1.0,1128.12
C,5.0,4,55.0,52,B2,Diesel,382,R82,1.0,1128.12
E,6.0,2,63.0,50,B1,Regular,5449,R82,1.0,3518.73
E,8.0,9,30.0,64,B10,Diesel,5449,R82,1.0,70.78
C,5.0,1,63.0,50,B12,Regular,263,R82,1.0,2723.29
C,9.0,3,60.0,139,B1,Regular,382,R82,1.0,1128.12
D,4.0,5,25.0,72,B5,Regular,1557,R82,1.0,1128.12
D,10.0,3,32.0,58,B14,Diesel,1328,R82,1.0,2354.13
E,6.0,22,32.0,112,B3,Regular,2472,R82,1.0,1372.04
E,6.0,10,60.0,64,B1,Diesel,5449,R82,1.0,98.23
D,8.0,2,68.0,50,B13,Regular,745,R82,1.0,12696.8
E,7.0,10,53.0,85,B2,Diesel,5449,R82,1.0,8009.82
D,7.0,1,43.0,55,B13,Diesel,745,R82,1.0,4573.47
C,8.0,9,52.0,58,B3,Regular,206,R82,1.0,1128.12
D,5.0,3,57.0,62,B1,Diesel,681,R82,1.0,1727.13
,5.0,3,50.0,50,B1,Regular,2252,R82,1.0,1128.12
D,4.0,2,55.0,50,B2,Diesel,1485,R82,1.0,35600.44
C,9.0,2,49.0,61,B2,Regular,206,R82,1.0,52.75
D,5.0,2,55.0,50,B2,Regular,1485,R82,1.0,1128.12
E,6.0,13,,76,B1,Diesel,2252,R82,1.0,1128.12
D,9.0,0,32.0,57,B1,Diesel,1369,R82,1.0,1668.01
B,5.0,12,21.0,85,B2,Diesel,78,R82,1.0,1128.12
C,7.0,12,,62,B3,Regular,141,R82,1.0,1128.12
C,4.0,12,,65,B2,Regular,141,R82,1.0,1128.12
B,7.0,8,36.0,72,B1,Diesel,85,R83,1.0,602.17
E,7.0,12,39.0,71,B2,Diesel,2252,R82,1.0,1128.12
F,6.0,5,37.0,95,B2,Diesel,17140,R11,1.0,1128.12
F,7.0,3,37.0,139,B10,Diesel,17140,R11,1.0,1128.12
C,10.0,1,40.0,58,B3,Diesel,421,R24,1.0,1706.06
E,5.0,7,41.0,50,B3,Diesel,4116,R24,1.0,1128.12
E,6.0,6,26.0,90,B2,Diesel,4116,R24,1.0,1390.42
C,6.0,13,21.0,125,B3,Diesel,358,R24,1.0,1128.12
E,6.0,7,48.0,50,B3,Diesel,4116,R24,2.0,599.16
D,6.0,5,32.0,95,B13,Diesel,754,R24,1.0,2074.64
E,5.0,6,41.0,66,B1,Regular,4116,R24,1.0,1729.16
D,5.0,5,26.0,76,B3,Diesel,1109,R24,1.0,1128.12
D,7.0,13,30.0,85,B1,Regular,1109,R24,1.0,1128.12
E,4.0,8,38.0,50,B2,Regular,4116,R24,1.0,1128.12
D,5.0,12,49.0,50,B1,Regular,632,R24,1.0,564.06
E,7.0,11,28.0,85,B2,Regular,4116,R24,1.0,1128.12
C,5.0,12,33.0,67,B2,Diesel,370,R24,1.0,1128.0
E,5.0,1,28.0,68,B1,Diesel,6465,R11,1.0,149.72
E,5.0,7,61.0,70,B1,Regular,4116,R24,1.0,3507.13
D,7.0,12,46.0,54,B2,Regular,1600,R24,1.0,64.34
D,7.0,10,47.0,68,B1,Diesel,1109,R24,1.0,192.16
,7.0,2,36.0,50,B4,Diesel,168,R24,1.0,1128.12
E,6.0,14,43.0,64,B1,Diesel,4116,R24,1.0,1128.12
E,7.0,11,54.0,67,B2,Diesel,4116,R24,1.0,1495.88
C,6.0,15,25.0,57,B1,Regular,120,R93,1.0,493.97
E,4.0,1,22.0,118,B3,Regular,4116,R24,1.0,1128.12
E,4.0,1,22.0,118,B3,Regular,4116,R24,1.0,1520.13
A,4.0,11,20.0,125,B3,Diesel,37,R26,1.0,129.32
C,9.0,3,56.0,73,B1,Diesel,421,R24,1.0,1128.12
C,10.0,8,37.0,56,B2,Diesel,286,R24,1.0,1128.12
D,7.0,12,42.0,85,B4,Regular,754,R24,1.0,1020.65
D,7.0,1,30.0,76,B3,Diesel,821,R24,1.0,1128.12
E,4.0,12,43.0,76,B2,Regular,5053,R11,1.0,1128.12
C,7.0,10,34.0,50,B2,Regular,421,R24,1.0,37.12
D,6.0,2,28.0,90,B1,Diesel,1332,R24,1.0,1128.12
D,6.0,13,55.0,106,B2,Regular,1867,R11,1.0,1128.12
C,7.0,1,56.0,105,B11,Diesel,307,R24,2.0,2871.455
A,9.0,24,24.0,95,B13,Diesel,26,R24,1.0,1128.12
,7.0,7,69.0,58,B1,Diesel,168,R24,1.0,1128.12
C,4.0,11,36.0,50,B5,Regular,168,R24,1.0,1128.12
A,4.0,3,49.0,68,B1,Regular,10,R24,1.0,844.77
E,7.0,11,32.0,85,B1,Regular,4116,R24,1.0,77.49
A,5.0,5,45.0,50,B2,Diesel,44,R24,1.0,1128.12
A,8.0,0,38.0,103,B2,Diesel,22,R24,1.0,1128.12
A,8.0,0,38.0,103,B2,Diesel,22,R24,1.0,2693.32
F,6.0,7,26.0,60,B1,Diesel,12374,R11,1.0,177.38
C,6.0,8,30.0,85,B6,Diesel,115,R11,2.0,1987.875
C,5.0,12,37.0,62,B1,Regular,175,R11,1.0,1128.12
B,6.0,4,23.0,85,B1,Diesel,55,R11,1.0,4114.97
A,7.0,11,46.0,50,B3,Regular,48,R41,1.0,1128.12
D,5.0,6,51.0,50,B6,Regular,776,R41,1.0,244.49
C,5.0,0,62.0,112,B4,Diesel,478,R41,1.0,12142.1
D,5.0,5,56.0,50,B1,Regular,1601,R41,1.0,3052.27
B,7.0,6,39.0,50,B2,Diesel,79,R41,1.0,1128.12
D,5.0,6,35.0,55,B2,Regular,586,R41,1.0,1454.08
D,5.0,6,31.0,63,B6,Diesel,776,R41,1.0,1128.12
C,4.0,10,36.0,62,B2,Diesel,478,R41,1.0,406.8
C,5.0,8,,50,B2,Diesel,478,R41,1.0,1128.12
D,5.0,5,,50,B13,Diesel,1152,R11,1.0,2101.42
D,5.0,6,28.0,68,B4,Regular,537,R41,1.0,1128.12
B,7.0,9,30.0,95,B2,Diesel,64,R24,1.0,441.8
D,7.0,9,60.0,50,B2,Regular,1600,R24,1.0,1874.21
C,12.0,11,53.0,50,B1,Regular,163,R24,1.0,87.81
C,5.0,15,31.0,90,B3,Diesel,282,R24,1.0,2256.24
B,5.0,12,33.0,50,B2,Diesel,73,R24,1.0,167.69
E,7.0,10,26.0,80,B5,Regular,3866,R24,1.0,263.92
E,4.0,14,30.0,80,B3,Diesel,3866,R24,1.0,1128.12
,6.0,6,30.0,70,B2,Diesel,27000,R11,1.0,2631.73
D,7.0,8,26.0,90,B3,Regular,1127,R24,1.0,89.03
E,6.0,0,,50,B2,Diesel,3430,R93,1.0,3715.61
A,4.0,17,42.0,72,B1,Regular,48,R24,1.0,1128.12
D,4.0,4,53.0,50,B6,Regular,511,R24,1.0,410.62
C,6.0,11,,85,B1,Diesel,149,R24,1.0,403.4
A,9.0,9,23.0,85,B3,Regular,16,R24,1.0,1461.34
A,9.0,9,23.0,106,B3,Regular,16,R24,1.0,423.01
E,6.0,3,26.0,122,B1,Diesel,3866,R24,1.0,1015.35
C,4.0,3,71.0,50,B2,Regular,163,R24,1.0,1128.12
C,4.0,12,52.0,50,B2,Regular,196,R24,1.0,508.49
A,7.0,10,44.0,50,B2,Diesel,23,R24,1.0,2465.44
A,6.0,14,39.0,52,B2,Regular,48,R24,1.0,1128.12
B,8.0,15,28.0,118,B2,Diesel,74,R24,1.0,1128.12
C,5.0,1,48.0,50,B5,Regular,135,R24,1.0,8348.92
,4.0,12,21.0,90,B1,Diesel,59,R24,1.0,1128.12
D,8.0,10,23.0,95,B4,Regular,1052,R24,1.0,2080.35
D,7.0,21,75.0,112,B1,Regular,1323,R82,1.0,1128.12
D,7.0,7,53.0,50,B3,Diesel,1323,R82,1.0,766.05
B,5.0,10,49.0,76,B2,Diesel,63,R82,1.0,1128.12
B,6.0,11,53.0,50,B2,Diesel,60,R54,1.0,507.35
D,5.0,4,30.0,57,B3,Diesel,905,R82,1.0,478.99
D,8.0,0,30.0,57,B10,Diesel,905,R82,1.0,1128.12
C,5.0,1,46.0,50,B3,Diesel,104,R82,1.0,382.13
D,8.0,11,27.0,64,B5,Regular,1064,R24,1.0,76.17
C,6.0,11,,76,B1,Regular,286,R24,1.0,1128.12
D,6.0,9,56.0,50,B1,Regular,623,R82,1.0,579.7
C,5.0,1,22.0,100,B4,Diesel,493,R24,1.0,1128.12
D,7.0,14,52.0,100,B2,Regular,1064,R24,1.0,87.33
E,6.0,9,19.0,100,B1,Diesel,3368,R24,1.0,427.65
A,4.0,11,39.0,50,B3,Diesel,32,R24,1.0,352.06
A,6.0,3,39.0,91,B2,Diesel,32,R24,1.0,1128.12
B,7.0,29,52.0,60,B2,Regular,73,R24,1.0,1409.82
F,4.0,5,27.0,75,B5,Regular,27000,R11,1.0,1128.12
C,4.0,1,31.0,63,B4,Diesel,146,R24,1.0,6053.65
E,4.0,26,66.0,62,B14,Regular,6681,R11,1.0,1128.12
B,7.0,3,46.0,50,B12,Regular,87,R73,1.0,1128.12
A,7.0,1,39.0,50,B1,Diesel,32,R24,1.0,1128.12
A,4.0,9,52.0,50,B3,Diesel,45,R24,1.0,1128.12
C,5.0,10,19.0,50,B1,Regular,286,R24,1.0,71.11
,4.0,11,21.0,112,B2,Diesel,493,R24,1.0,1128.12
E,7.0,12,25.0,100,B1,Regular,3368,R24,1.0,253.11
F,7.0,15,69.0,50,B1,Regular,27000,R11,2.0,621.04
,13.0,1,29.0,93,B13,Regular,12,R73,1.0,1128.12
A,6.0,6,27.0,95,B1,Diesel,25,R24,1.0,812.95
E,7.0,9,23.0,112,B1,Regular,4087,R53,1.0,195.18
A,4.0,17,49.0,125,B1,Regular,38,R24,1.0,1128.12
D,6.0,7,48.0,100,B1,Diesel,1508,R82,1.0,1200.5
D,6.0,15,43.0,50,B1,Diesel,649,R82,1.0,1128.12
D,4.0,19,30.0,96,B2,Regular,649,R82,1.0,1128.12
B,6.0,10,53.0,50,B1,Diesel,50,R82,1.0,1356.79
D,5.0,12,29.0,80,B4,Diesel,1535,R72,1.0,82.23
D,7.0,8,49.0,50,B2,Diesel,675,R91,1.0,1681.34
F,4.0,1,35.0,50,B1,Regular,27000,R11,1.0,131.59
,7.0,6,49.0,50,B1,Regular,4939,R11,1.0,5086.8
E,8.0,12,47.0,72,B4,Regular,5628,R11,1.0,1128.12
,8.0,12,47.0,90,B4,Regular,5628,R11,1.0,201.6
E,11.0,9,59.0,62,B13,Regular,3055,R11,1.0,2652.61
D,5.0,10,87.0,64,B1,Regular,1005,R93,1.0,1128.12
,9.0,12,34.0,54,B1,Regular,1957,R11,1.0,904.17
F,6.0,16,56.0,50,B6,Regular,27000,R11,1.0,1055.38
F,13.0,2,53.0,50,B10,Regular,12374,R11,1.0,1128.12
E,7.0,4,60.0,69,B2,Regular,9422,R11,1.0,1128.12
F,7.0,10,33.0,80,B1,Regular,17140,R11,1.0,1128.12
F,10.0,2,57.0,50,B10,Regular,27000,R11,1.0,578.77
F,15.0,8,61.0,58,B5,Regular,27000,R11,1.0,712.96
C,7.0,1,46.0,58,B12,Diesel,110,R93,1.0,1128.12
E,6.0,1,40.0,50,B10,Diesel,7403,R11,1.0,1067.17
E,4.0,11,29.0,62,B2,Regular,2311,R11,1.0,2652.49
F,5.0,11,55.0,97,B1,Regular,27000,R11,1.0,1128.12
E,14.0,1,37.0,50,B2,Regular,5376,R11,2.0,875.825
F,5.0,1,,50,B6,Regular,27000,R11,1.0,409.15
E,6.0,4,42.0,79,B3,Regular,2887,R11,1.0,1128.12
A,6.0,5,48.0,58,B1,Diesel,44,R31,1.0,74.39
C,6.0,10,36.0,50,B2,Diesel,175,R82,1.0,1128.12
C,4.0,13,35.0,54,B6,Regular,175,R82,1.0,2652.61
D,4.0,11,53.0,51,B6,Diesel,745,R82,1.0,1196.49
D,4.0,13,38.0,62,B4,Regular,745,R82,1.0,1362.9
D,9.0,9,42.0,64,B1,Regular,745,R82,1.0,6530.45
D,6.0,3,42.0,50,B1,Diesel,1217,R82,1.0,642.29
E,6.0,12,39.0,54,B1,Diesel,3946,R82,1.0,1128.12
E,6.0,4,27.0,68,B1,Diesel,3233,R82,2.0,1341.845
A,7.0,4,39.0,50,B4,Diesel,18,R83,1.0,2386.66
D,4.0,6,23.0,90,B2,Regular,745,R82,1.0,1128.12
D,4.0,7,32.0,85,B3,Regular,745,R82,1.0,328.06
D,6.0,7,25.0,100,B1,Diesel,745,R82,1.0,692.75
C,4.0,5,,100,B2,Regular,182,R82,1.0,1128.12
D,10.0,10,45.0,71,B5,Diesel,745,R82,1.0,1128.12
D,5.0,17,50.0,50,B2,Regular,745,R82,1.0,1128.12
,9.0,16,62.0,50,B10,Regular,3946,R82,1.0,1128.12
D,4.0,11,29.0,64,B3,Diesel,1719,R82,1.0,668.61
C,5.0,10,,58,B2,Diesel,131,R82,1.0,1128.12
D,6.0,15,,50,B1,Diesel,1381,R82,1.0,43742.04
D,4.0,10,50.0,90,B2,Regular,1422,R82,1.0,1128.12
C,11.0,9,35.0,58,B6,Regular,171,R82,1.0,1128.12
C,9.0,9,21.0,85,B2,Regular,298,R82,1.0,132.28
C,5.0,12,43.0,100,B2,Regular,298,R82,1.0,1128.12
C,10.0,8,34.0,54,B10,Regular,298,R82,1.0,1253.08
D,4.0,7,23.0,118,B6,Regular,942,R82,1.0,1128.12
D,5.0,8,27.0,100,B2,Diesel,891,R82,1.0,1128.12
C,6.0,8,43.0,62,B2,Diesel,298,R82,1.0,1128.12
B,6.0,4,30.0,64,B3,Diesel,68,R82,1.0,564.54
B,6.0,4,30.0,60,B3,Diesel,68,R82,1.0,647.33
C,6.0,3,26.0,76,B1,Diesel,467,R82,1.0,1128.12
C,5.0,5,28.0,60,B1,Regular,163,R82,1.0,2071.37
D,7.0,10,30.0,118,B2,Regular,857,R82,1.0,1128.12
C,5.0,11,37.0,50,B5,Diesel,298,R82,1.0,1128.0
C,7.0,9,20.0,125,B2,Regular,298,R82,1.0,1128.12
C,4.0,15,43.0,57,B2,Regular,363,R82,1.0,2652.61
C,7.0,3,52.0,50,B2,Diesel,402,R82,1.0,1128.12
B,6.0,11,21.0,100,B3,Regular,65,R91,1.0,1128.12
A,7.0,14,74.0,106,B2,Diesel,43,R82,1.0,1128.12
C,5.0,6,20.0,95,B5,Diesel,256,R82,1.0,4023.06
C,6.0,5,23.0,72,B2,Diesel,298,R82,1.0,853.21
A,6.0,6,22.0,106,B2,Diesel,21,R25,1.0,1636.81
D,7.0,13,42.0,71,B1,Regular,570,R25,1.0,220.68
C,7.0,2,51.0,50,B11,Diesel,122,R25,1.0,1741.18
A,4.0,10,42.0,69,B3,Regular,49,R25,1.0,564.06
C,6.0,7,,80,B3,Diesel,155,R25,1.0,1128.12
C,5.0,1,58.0,67,B2,Diesel,283,R25,1.0,2423.09
B,6.0,2,42.0,50,B1,Regular,65,R25,1.0,780.12
B,6.0,13,25.0,106,B3,Diesel,58,R25,1.0,453.58
D,5.0,5,65.0,50,B1,Regular,1284,R25,1.0,1206.52
D,6.0,3,27.0,100,B3,Regular,673,R22,1.0,4224.35
D,7.0,13,32.0,112,B3,Regular,1284,R25,1.0,1128.12
B,7.0,9,56.0,50,B2,Regular,93,R25,1.0,1128.12
D,7.0,11,32.0,50,B2,Regular,1284,R25,1.0,388.89
D,5.0,3,30.0,196,B2,Regular,1284,R25,2.0,915.425
C,6.0,6,61.0,62,B1,Diesel,204,R25,1.0,1128.12
D,5.0,6,23.0,95,B5,Diesel,1284,R25,1.0,1128.12
D,5.0,13,56.0,50,B1,Diesel,1284,R25,1.0,1031.21
D,10.0,11,37.0,50,B5,Regular,1284,R25,1.0,1128.12
,4.0,13,58.0,50,B2,Regular,1219,R25,1.0,360.43
D,11.0,10,47.0,57,B2,Regular,644,R53,1.0,1128.12
C,7.0,12,60.0,228,B1,Regular,300,R53,1.0,1128.12
B,6.0,7,50.0,50,B1,Diesel,62,R53,1.0,1128.12
A,6.0,12,24.0,90,B2,Diesel,44,R53,1.0,508.62
